destination,region,date,platform,sentiment,score,aspect,language,reviewer_type
Teruel,Aragón,2025-11-30,Airbnb,Neutro,2.8,Masificación,en,Familia
Granada,Andalucía,2025-11-30,Booking.com,Positivo,4.0,Alojamiento,de,Familia
Costa Brava,Cataluña,2025-12-01,Booking.com,Neutro,2.5,Masificación,de,Familia
Costa Brava,Cataluña,2025-12-01,TripAdvisor,Positivo,4.6,Limpieza,en,Pareja
San Sebastián,País Vasco,2025-12-01,Airbnb,Neutro,3.4,Atractivos,en,Familia
Costa del Sol,Andalucía,2025-12-02,TripAdvisor,Positivo,4.9,Limpieza,fr,Familia
Granada,Andalucía,2025-12-02,Google Reviews,Positivo,4.4,Gastronomía,fr,Pareja
Madrid,Madrid,2025-12-03,Google Reviews,Negativo,2.0,Limpieza,en,Familia
Madrid,Madrid,2025-12-03,TripAdvisor,Negativo,2.0,Precio,es,Familia
Valencia,Comunidad Valenciana,2025-12-03,Google Reviews,Negativo,1.2,Transporte,en,Pareja
San Sebastián,País Vasco,2025-12-04,Google Reviews,Neutro,2.6,Alojamiento,en,Pareja
Granada,Andalucía,2025-12-04,Booking.com,Positivo,4.5,Atractivos,en,Pareja
Madrid,Madrid,2025-12-04,Airbnb,Negativo,2.3,Masificación,de,Pareja
Valencia,Comunidad Valenciana,2025-12-05,Google Reviews,Positivo,4.1,Transporte,de,Pareja
Sevilla,Andalucía,2025-12-05,Airbnb,Negativo,2.5,Alojamiento,de,Pareja
Valencia,Comunidad Valenciana,2025-12-05,Booking.com,Neutro,2.8,Gastronomía,en,Familia
Granada,Andalucía,2025-12-05,Booking.com,Positivo,4.8,Precio,fr,Amigos
Madrid,Madrid,2025-12-06,Booking.com,Positivo,4.6,Gastronomía,es,Pareja
Valencia,Comunidad Valenciana,2025-12-06,TripAdvisor,Positivo,4.7,Transporte,es,Familia
Costa del Sol,Andalucía,2025-12-06,Booking.com,Negativo,1.0,Alojamiento,es,Pareja
Costa del Sol,Andalucía,2025-12-07,TripAdvisor,Negativo,1.1,Masificación,fr,Pareja
Picos de Europa,Asturias/Cantabria,2025-12-07,Booking.com,Neutro,3.3,Masificación,fr,Pareja
Costa Brava,Cataluña,2025-12-08,Booking.com,Negativo,1.4,Transporte,es,Amigos
Madrid,Madrid,2025-12-08,Google Reviews,Negativo,1.4,Precio,es,Pareja
Ronda,Andalucía,2025-12-08,Booking.com,Neutro,2.6,Alojamiento,en,Amigos
Picos de Europa,Asturias/Cantabria,2025-12-08,Airbnb,Neutro,3.0,Transporte,fr,Familia
Tenerife,Islas Canarias,2025-12-08,TripAdvisor,Negativo,1.3,Transporte,es,Amigos
Extremadura,Extremadura,2025-12-08,Booking.com,Positivo,4.7,Alojamiento,en,Solo
Costa Brava,Cataluña,2025-12-09,TripAdvisor,Negativo,1.2,Precio,fr,Pareja
Tenerife,Islas Canarias,2025-12-10,Airbnb,Positivo,3.9,Limpieza,es,Familia
Valencia,Comunidad Valenciana,2025-12-10,Google Reviews,Negativo,1.1,Masificación,de,Familia
Picos de Europa,Asturias/Cantabria,2025-12-11,TripAdvisor,Positivo,3.9,Limpieza,de,Familia
Teruel,Aragón,2025-12-11,Airbnb,Neutro,3.0,Limpieza,es,Pareja
Madrid,Madrid,2025-12-12,Airbnb,Negativo,1.8,Alojamiento,es,Negocios
Barcelona,Cataluña,2025-12-12,Booking.com,Negativo,1.1,Limpieza,de,Solo
Sevilla,Andalucía,2025-12-12,TripAdvisor,Positivo,4.4,Masificación,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-12-12,Booking.com,Neutro,3.3,Alojamiento,es,Negocios
Ronda,Andalucía,2025-12-13,Google Reviews,Positivo,4.5,Transporte,de,Pareja
San Sebastián,País Vasco,2025-12-13,Google Reviews,Positivo,3.7,Masificación,es,Negocios
Madrid,Madrid,2025-12-13,Booking.com,Positivo,4.7,Alojamiento,en,Amigos
Picos de Europa,Asturias/Cantabria,2025-12-13,TripAdvisor,Positivo,3.9,Atractivos,es,Amigos
Barcelona,Cataluña,2025-12-13,Airbnb,Negativo,1.6,Masificación,en,Amigos
Teruel,Aragón,2025-12-14,Airbnb,Neutro,2.5,Atractivos,es,Familia
Extremadura,Extremadura,2025-12-14,Airbnb,Positivo,4.7,Gastronomía,en,Familia
Sevilla,Andalucía,2025-12-15,Airbnb,Positivo,4.5,Atractivos,es,Pareja
Costa Brava,Cataluña,2025-12-15,Google Reviews,Positivo,4.9,Atractivos,es,Negocios
Tenerife,Islas Canarias,2025-12-15,TripAdvisor,Neutro,3.4,Gastronomía,es,Amigos
Costa Brava,Cataluña,2025-12-16,TripAdvisor,Neutro,3.1,Atractivos,fr,Amigos
Barcelona,Cataluña,2025-12-16,Google Reviews,Negativo,2.4,Transporte,fr,Pareja
Granada,Andalucía,2025-12-16,TripAdvisor,Positivo,4.4,Precio,fr,Pareja
Barcelona,Cataluña,2025-12-16,Airbnb,Neutro,2.7,Atractivos,en,Familia
Madrid,Madrid,2025-12-17,Airbnb,Negativo,1.9,Limpieza,en,Pareja
Madrid,Madrid,2025-12-17,Google Reviews,Positivo,4.7,Gastronomía,fr,Amigos
Ronda,Andalucía,2025-12-18,Booking.com,Positivo,3.9,Transporte,es,Pareja
Tenerife,Islas Canarias,2025-12-18,Booking.com,Negativo,1.5,Transporte,fr,Pareja
Sevilla,Andalucía,2025-12-18,TripAdvisor,Negativo,1.0,Gastronomía,es,Amigos
Mallorca,Islas Baleares,2025-12-19,Airbnb,Positivo,4.1,Limpieza,en,Pareja
Costa del Sol,Andalucía,2025-12-19,Google Reviews,Negativo,1.6,Masificación,es,Familia
Granada,Andalucía,2025-12-19,Booking.com,Positivo,4.9,Transporte,it,Familia
Tenerife,Islas Canarias,2025-12-20,Airbnb,Positivo,4.3,Masificación,de,Pareja
Barcelona,Cataluña,2025-12-20,Google Reviews,Positivo,4.7,Limpieza,es,Pareja
Costa del Sol,Andalucía,2025-12-21,Airbnb,Neutro,2.7,Atractivos,es,Pareja
Tenerife,Islas Canarias,2025-12-21,TripAdvisor,Negativo,1.6,Transporte,es,Pareja
Barcelona,Cataluña,2025-12-21,Google Reviews,Negativo,1.9,Masificación,es,Amigos
Sevilla,Andalucía,2025-12-21,TripAdvisor,Neutro,2.8,Limpieza,en,Amigos
Madrid,Madrid,2025-12-22,Booking.com,Negativo,1.0,Precio,en,Amigos
Ronda,Andalucía,2025-12-23,Google Reviews,Neutro,3.3,Gastronomía,es,Familia
Tenerife,Islas Canarias,2025-12-24,Google Reviews,Negativo,1.6,Gastronomía,it,Familia
Sevilla,Andalucía,2025-12-25,Google Reviews,Positivo,4.6,Masificación,es,Amigos
Tenerife,Islas Canarias,2025-12-25,Google Reviews,Neutro,2.6,Transporte,es,Amigos
Extremadura,Extremadura,2025-12-25,TripAdvisor,Positivo,4.4,Alojamiento,it,Pareja
Granada,Andalucía,2025-12-26,Airbnb,Negativo,2.3,Gastronomía,es,Pareja
Extremadura,Extremadura,2025-12-27,TripAdvisor,Negativo,1.9,Alojamiento,de,Amigos
Tenerife,Islas Canarias,2025-12-28,Booking.com,Neutro,2.9,Precio,fr,Pareja
Costa Brava,Cataluña,2025-12-28,Booking.com,Negativo,2.3,Transporte,en,Pareja
Tenerife,Islas Canarias,2025-12-28,Google Reviews,Neutro,3.2,Transporte,es,Amigos
Costa del Sol,Andalucía,2025-12-29,Booking.com,Positivo,4.2,Masificación,en,Familia
Costa del Sol,Andalucía,2025-12-29,TripAdvisor,Negativo,2.1,Masificación,en,Pareja
Teruel,Aragón,2025-12-29,Booking.com,Positivo,4.2,Atractivos,it,Amigos
Mallorca,Islas Baleares,2025-12-29,TripAdvisor,Negativo,1.6,Precio,es,Familia
Costa del Sol,Andalucía,2025-12-30,Airbnb,Neutro,2.8,Transporte,es,Negocios
Tenerife,Islas Canarias,2025-12-30,TripAdvisor,Negativo,1.2,Atractivos,en,Familia
Granada,Andalucía,2025-12-30,TripAdvisor,Positivo,5.0,Alojamiento,es,Familia
Tenerife,Islas Canarias,2025-12-30,Booking.com,Neutro,2.6,Precio,de,Solo
San Sebastián,País Vasco,2025-12-30,Airbnb,Neutro,3.1,Limpieza,en,Pareja
Costa del Sol,Andalucía,2025-12-31,Airbnb,Positivo,4.7,Masificación,it,Amigos
Costa del Sol,Andalucía,2025-12-31,Booking.com,Positivo,4.0,Limpieza,fr,Amigos
Extremadura,Extremadura,2025-12-31,Airbnb,Positivo,4.0,Atractivos,es,Amigos
Valencia,Comunidad Valenciana,2025-12-31,Airbnb,Positivo,3.8,Limpieza,es,Familia
Valencia,Comunidad Valenciana,2026-01-01,Booking.com,Neutro,3.0,Transporte,es,Pareja
Barcelona,Cataluña,2026-01-01,Google Reviews,Negativo,1.4,Limpieza,es,Familia
Barcelona,Cataluña,2026-01-02,Airbnb,Negativo,2.5,Alojamiento,en,Amigos
Picos de Europa,Asturias/Cantabria,2026-01-02,TripAdvisor,Negativo,1.0,Atractivos,en,Solo
Barcelona,Cataluña,2026-01-03,TripAdvisor,Negativo,2.4,Alojamiento,en,Familia
Costa Brava,Cataluña,2026-01-03,Booking.com,Negativo,1.9,Atractivos,es,Familia
Teruel,Aragón,2026-01-03,Booking.com,Positivo,4.4,Alojamiento,de,Familia
Sevilla,Andalucía,2026-01-04,Booking.com,Neutro,2.9,Masificación,it,Familia
Teruel,Aragón,2026-01-05,Airbnb,Positivo,4.0,Precio,es,Familia
Madrid,Madrid,2026-01-05,Booking.com,Positivo,4.0,Atractivos,es,Familia
Costa del Sol,Andalucía,2026-01-06,Google Reviews,Neutro,3.5,Atractivos,es,Pareja
Mallorca,Islas Baleares,2026-01-06,Google Reviews,Negativo,2.5,Atractivos,en,Familia
Valencia,Comunidad Valenciana,2026-01-07,Booking.com,Neutro,3.2,Precio,fr,Pareja
Valencia,Comunidad Valenciana,2026-01-07,Airbnb,Positivo,4.6,Atractivos,en,Familia
Costa del Sol,Andalucía,2026-01-07,Airbnb,Neutro,3.0,Gastronomía,fr,Pareja
Mallorca,Islas Baleares,2026-01-07,Booking.com,Neutro,2.9,Limpieza,en,Familia
Granada,Andalucía,2026-01-08,Booking.com,Negativo,2.0,Limpieza,fr,Negocios
Ronda,Andalucía,2026-01-08,Airbnb,Positivo,4.0,Precio,en,Pareja
Teruel,Aragón,2026-01-09,Google Reviews,Positivo,4.3,Atractivos,en,Amigos
Granada,Andalucía,2026-01-09,Booking.com,Positivo,4.3,Precio,es,Familia
Valencia,Comunidad Valenciana,2026-01-10,Airbnb,Negativo,2.2,Masificación,fr,Familia
Mallorca,Islas Baleares,2026-01-11,Airbnb,Negativo,2.1,Limpieza,fr,Familia
Sevilla,Andalucía,2026-01-11,Booking.com,Positivo,3.5,Gastronomía,it,Pareja
Barcelona,Cataluña,2026-01-11,Airbnb,Negativo,2.5,Atractivos,es,Negocios
Costa del Sol,Andalucía,2026-01-12,Google Reviews,Negativo,1.9,Transporte,de,Solo
Ronda,Andalucía,2026-01-12,TripAdvisor,Positivo,4.6,Atractivos,es,Familia
San Sebastián,País Vasco,2026-01-13,TripAdvisor,Negativo,1.8,Precio,es,Familia
Costa Brava,Cataluña,2026-01-13,Google Reviews,Positivo,4.8,Limpieza,en,Pareja
Sevilla,Andalucía,2026-01-13,Google Reviews,Positivo,4.1,Limpieza,es,Familia
Tenerife,Islas Canarias,2026-01-14,TripAdvisor,Positivo,3.8,Limpieza,es,Familia
Granada,Andalucía,2026-01-15,Booking.com,Positivo,5.0,Gastronomía,it,Amigos
Teruel,Aragón,2026-01-16,TripAdvisor,Positivo,3.5,Atractivos,en,Pareja
Valencia,Comunidad Valenciana,2026-01-16,Airbnb,Positivo,4.1,Gastronomía,es,Pareja
Teruel,Aragón,2026-01-16,Google Reviews,Negativo,2.2,Gastronomía,es,Familia
Costa Brava,Cataluña,2026-01-17,Booking.com,Negativo,1.5,Atractivos,es,Familia
Valencia,Comunidad Valenciana,2026-01-17,Google Reviews,Positivo,4.8,Limpieza,en,Familia
San Sebastián,País Vasco,2026-01-17,TripAdvisor,Positivo,3.9,Atractivos,fr,Amigos
Costa Brava,Cataluña,2026-01-17,Airbnb,Negativo,2.5,Alojamiento,fr,Familia
Valencia,Comunidad Valenciana,2026-01-18,TripAdvisor,Negativo,1.6,Alojamiento,fr,Amigos
Sevilla,Andalucía,2026-01-18,Airbnb,Neutro,3.1,Gastronomía,en,Pareja
Madrid,Madrid,2026-01-18,TripAdvisor,Negativo,1.8,Precio,fr,Amigos
Picos de Europa,Asturias/Cantabria,2026-01-19,TripAdvisor,Negativo,2.1,Alojamiento,de,Amigos
Tenerife,Islas Canarias,2026-01-19,TripAdvisor,Negativo,2.3,Precio,de,Pareja
Costa Brava,Cataluña,2026-01-19,TripAdvisor,Positivo,4.0,Gastronomía,en,Amigos
Granada,Andalucía,2026-01-19,Airbnb,Negativo,1.6,Transporte,es,Pareja
Granada,Andalucía,2026-01-20,Airbnb,Negativo,1.3,Alojamiento,de,Solo
Costa del Sol,Andalucía,2026-01-20,TripAdvisor,Positivo,4.3,Transporte,es,Amigos
Costa del Sol,Andalucía,2026-01-20,Google Reviews,Positivo,4.8,Atractivos,es,Pareja
Picos de Europa,Asturias/Cantabria,2026-01-20,Google Reviews,Positivo,4.3,Precio,de,Pareja
Costa del Sol,Andalucía,2026-01-21,Booking.com,Negativo,1.6,Transporte,es,Amigos
Barcelona,Cataluña,2026-01-21,Google Reviews,Negativo,1.4,Masificación,fr,Amigos
Granada,Andalucía,2026-01-21,Booking.com,Negativo,1.8,Precio,en,Amigos
Extremadura,Extremadura,2026-01-21,Booking.com,Positivo,3.7,Alojamiento,en,Familia
Costa del Sol,Andalucía,2026-01-21,Booking.com,Positivo,3.5,Atractivos,de,Pareja
Granada,Andalucía,2026-01-21,Booking.com,Positivo,4.7,Precio,fr,Pareja
Madrid,Madrid,2026-01-22,Airbnb,Negativo,1.7,Gastronomía,es,Solo
Madrid,Madrid,2026-01-22,Google Reviews,Positivo,4.5,Precio,es,Amigos
Madrid,Madrid,2026-01-22,Google Reviews,Negativo,2.2,Atractivos,es,Pareja
Mallorca,Islas Baleares,2026-01-22,TripAdvisor,Negativo,2.0,Gastronomía,en,Pareja
Valencia,Comunidad Valenciana,2026-01-23,Booking.com,Negativo,1.9,Precio,es,Familia
Costa del Sol,Andalucía,2026-01-23,Google Reviews,Neutro,2.9,Masificación,it,Amigos
Picos de Europa,Asturias/Cantabria,2026-01-24,Google Reviews,Positivo,3.6,Transporte,de,Familia
Picos de Europa,Asturias/Cantabria,2026-01-24,Google Reviews,Positivo,4.1,Limpieza,en,Familia
Madrid,Madrid,2026-01-24,Airbnb,Negativo,1.9,Atractivos,es,Pareja
Madrid,Madrid,2026-01-24,TripAdvisor,Negativo,2.3,Limpieza,de,Amigos
Costa Brava,Cataluña,2026-01-24,Booking.com,Negativo,1.2,Alojamiento,de,Amigos
Mallorca,Islas Baleares,2026-01-25,TripAdvisor,Negativo,2.2,Precio,en,Solo
Ronda,Andalucía,2026-01-25,TripAdvisor,Negativo,1.4,Precio,en,Pareja
Sevilla,Andalucía,2026-01-26,Booking.com,Negativo,2.0,Transporte,es,Pareja
Picos de Europa,Asturias/Cantabria,2026-01-26,Booking.com,Positivo,4.3,Limpieza,it,Solo
Picos de Europa,Asturias/Cantabria,2026-01-26,Booking.com,Neutro,2.5,Transporte,de,Familia
Tenerife,Islas Canarias,2026-01-26,Booking.com,Neutro,2.8,Alojamiento,it,Familia
Madrid,Madrid,2026-01-27,Booking.com,Positivo,4.6,Transporte,fr,Solo
Valencia,Comunidad Valenciana,2026-01-27,Airbnb,Positivo,4.2,Atractivos,en,Amigos
Teruel,Aragón,2026-01-27,Google Reviews,Positivo,4.1,Gastronomía,fr,Pareja
Granada,Andalucía,2026-01-28,TripAdvisor,Positivo,3.6,Precio,es,Pareja
Madrid,Madrid,2026-01-28,Airbnb,Negativo,1.9,Precio,it,Pareja
Granada,Andalucía,2026-01-28,Google Reviews,Negativo,2.1,Precio,es,Pareja
Valencia,Comunidad Valenciana,2026-01-29,Airbnb,Neutro,3.1,Transporte,fr,Pareja
Teruel,Aragón,2026-01-30,TripAdvisor,Positivo,3.7,Gastronomía,en,Amigos
Valencia,Comunidad Valenciana,2026-01-30,TripAdvisor,Positivo,4.2,Limpieza,fr,Pareja
Mallorca,Islas Baleares,2026-01-31,Booking.com,Positivo,4.6,Alojamiento,en,Pareja
Extremadura,Extremadura,2026-01-31,Airbnb,Positivo,4.4,Masificación,de,Pareja
San Sebastián,País Vasco,2026-01-31,Booking.com,Positivo,4.6,Precio,en,Familia
Barcelona,Cataluña,2026-01-31,Booking.com,Neutro,3.1,Alojamiento,fr,Pareja
Barcelona,Cataluña,2026-01-31,Google Reviews,Negativo,1.8,Transporte,es,Pareja
Ronda,Andalucía,2026-02-01,Airbnb,Positivo,4.1,Alojamiento,de,Pareja
Ronda,Andalucía,2026-02-01,TripAdvisor,Positivo,4.2,Transporte,it,Familia
Valencia,Comunidad Valenciana,2026-02-02,Google Reviews,Negativo,1.4,Atractivos,en,Pareja
Mallorca,Islas Baleares,2026-02-02,Booking.com,Positivo,3.5,Masificación,it,Amigos
Costa del Sol,Andalucía,2026-02-02,Airbnb,Positivo,4.7,Gastronomía,en,Pareja
Sevilla,Andalucía,2026-02-02,TripAdvisor,Neutro,3.4,Gastronomía,es,Familia
Mallorca,Islas Baleares,2026-02-02,Airbnb,Negativo,1.0,Gastronomía,en,Familia
Tenerife,Islas Canarias,2026-02-03,Google Reviews,Negativo,2.4,Precio,de,Familia
Costa Brava,Cataluña,2026-02-03,TripAdvisor,Negativo,1.7,Alojamiento,es,Amigos
Picos de Europa,Asturias/Cantabria,2026-02-04,Booking.com,Positivo,4.6,Masificación,en,Amigos
Extremadura,Extremadura,2026-02-04,Google Reviews,Negativo,2.5,Alojamiento,de,Solo
Ronda,Andalucía,2026-02-04,Google Reviews,Positivo,4.9,Limpieza,en,Pareja
Granada,Andalucía,2026-02-04,Google Reviews,Neutro,3.4,Limpieza,en,Pareja
Valencia,Comunidad Valenciana,2026-02-04,Google Reviews,Positivo,4.0,Gastronomía,de,Familia
Mallorca,Islas Baleares,2026-02-05,Booking.com,Negativo,1.2,Masificación,it,Solo
Valencia,Comunidad Valenciana,2026-02-06,Google Reviews,Positivo,4.3,Masificación,en,Negocios
Tenerife,Islas Canarias,2026-02-06,Airbnb,Negativo,2.4,Alojamiento,es,Amigos
Mallorca,Islas Baleares,2026-02-06,Google Reviews,Positivo,4.8,Precio,it,Amigos
Costa Brava,Cataluña,2026-02-06,TripAdvisor,Positivo,4.1,Alojamiento,de,Pareja
Ronda,Andalucía,2026-02-07,Airbnb,Positivo,3.7,Precio,it,Amigos
Ronda,Andalucía,2026-02-08,Booking.com,Negativo,1.3,Alojamiento,en,Negocios
Barcelona,Cataluña,2026-02-08,Airbnb,Negativo,1.3,Transporte,es,Pareja
Sevilla,Andalucía,2026-02-10,Booking.com,Negativo,1.8,Limpieza,es,Pareja
Sevilla,Andalucía,2026-02-10,Airbnb,Negativo,2.0,Gastronomía,en,Pareja
Granada,Andalucía,2026-02-10,TripAdvisor,Negativo,1.5,Atractivos,es,Amigos
Mallorca,Islas Baleares,2026-02-10,TripAdvisor,Negativo,1.4,Limpieza,en,Amigos
Picos de Europa,Asturias/Cantabria,2026-02-10,TripAdvisor,Positivo,4.4,Alojamiento,de,Amigos
Picos de Europa,Asturias/Cantabria,2026-02-11,TripAdvisor,Positivo,4.6,Masificación,es,Amigos
Tenerife,Islas Canarias,2026-02-11,Airbnb,Negativo,2.2,Limpieza,es,Pareja
Madrid,Madrid,2026-02-12,Google Reviews,Negativo,2.1,Transporte,en,Amigos
Madrid,Madrid,2026-02-12,TripAdvisor,Neutro,3.1,Precio,es,Pareja
Costa Brava,Cataluña,2026-02-12,Booking.com,Positivo,4.8,Alojamiento,fr,Familia
Picos de Europa,Asturias/Cantabria,2026-02-12,Google Reviews,Neutro,3.5,Alojamiento,it,Amigos
Costa Brava,Cataluña,2026-02-14,Airbnb,Negativo,1.9,Gastronomía,es,Negocios
Picos de Europa,Asturias/Cantabria,2026-02-14,Google Reviews,Positivo,3.6,Limpieza,en,Amigos
Mallorca,Islas Baleares,2026-02-14,Google Reviews,Negativo,2.0,Alojamiento,de,Pareja
Costa del Sol,Andalucía,2026-02-14,Booking.com,Negativo,2.0,Precio,es,Familia
Picos de Europa,Asturias/Cantabria,2026-02-14,Airbnb,Positivo,3.9,Atractivos,en,Solo
Tenerife,Islas Canarias,2026-02-14,Booking.com,Positivo,4.9,Gastronomía,de,Negocios
Teruel,Aragón,2026-02-15,Google Reviews,Neutro,3.0,Limpieza,fr,Negocios
Picos de Europa,Asturias/Cantabria,2026-02-16,TripAdvisor,Neutro,2.7,Limpieza,fr,Pareja
Tenerife,Islas Canarias,2026-02-17,Airbnb,Neutro,3.5,Gastronomía,fr,Amigos
Valencia,Comunidad Valenciana,2026-02-17,Google Reviews,Negativo,1.2,Atractivos,es,Pareja
Mallorca,Islas Baleares,2026-02-17,Google Reviews,Negativo,2.2,Precio,es,Negocios
Costa del Sol,Andalucía,2026-02-18,Google Reviews,Positivo,4.3,Transporte,en,Pareja
Barcelona,Cataluña,2026-02-18,Airbnb,Negativo,1.2,Transporte,fr,Solo
San Sebastián,País Vasco,2026-02-19,TripAdvisor,Positivo,4.5,Atractivos,en,Solo
Teruel,Aragón,2026-02-19,Airbnb,Positivo,3.8,Alojamiento,de,Pareja
Teruel,Aragón,2026-02-19,TripAdvisor,Positivo,4.3,Masificación,de,Pareja
Costa del Sol,Andalucía,2026-02-20,Booking.com,Positivo,3.7,Masificación,es,Pareja
Teruel,Aragón,2026-02-20,Airbnb,Positivo,4.2,Alojamiento,es,Negocios
Tenerife,Islas Canarias,2026-02-20,TripAdvisor,Negativo,2.1,Atractivos,de,Familia
Extremadura,Extremadura,2026-02-21,Google Reviews,Negativo,1.9,Atractivos,en,Amigos
Mallorca,Islas Baleares,2026-02-21,Google Reviews,Positivo,4.5,Masificación,en,Solo
Valencia,Comunidad Valenciana,2026-02-21,Booking.com,Positivo,4.3,Alojamiento,fr,Pareja
Extremadura,Extremadura,2026-02-21,Booking.com,Positivo,4.7,Limpieza,en,Pareja
Mallorca,Islas Baleares,2026-02-21,TripAdvisor,Negativo,2.1,Alojamiento,it,Familia
Valencia,Comunidad Valenciana,2026-02-22,Airbnb,Positivo,4.1,Precio,es,Pareja
Valencia,Comunidad Valenciana,2026-02-22,Booking.com,Positivo,4.0,Limpieza,es,Solo
Extremadura,Extremadura,2026-02-22,TripAdvisor,Neutro,3.2,Atractivos,es,Familia
Teruel,Aragón,2026-02-23,TripAdvisor,Positivo,3.6,Alojamiento,en,Familia
Barcelona,Cataluña,2026-02-23,Airbnb,Positivo,4.6,Atractivos,en,Familia
Valencia,Comunidad Valenciana,2026-02-24,TripAdvisor,Negativo,1.1,Masificación,de,Pareja
Mallorca,Islas Baleares,2026-02-24,Airbnb,Negativo,1.1,Transporte,es,Pareja
Mallorca,Islas Baleares,2026-02-24,Google Reviews,Neutro,3.2,Precio,de,Familia
San Sebastián,País Vasco,2026-02-25,Google Reviews,Positivo,4.0,Transporte,de,Pareja
Teruel,Aragón,2026-02-25,TripAdvisor,Negativo,2.4,Precio,es,Pareja
Mallorca,Islas Baleares,2026-02-25,Airbnb,Negativo,1.0,Masificación,fr,Negocios
Ronda,Andalucía,2026-02-25,Airbnb,Positivo,4.4,Gastronomía,en,Familia
Costa del Sol,Andalucía,2026-02-25,Airbnb,Negativo,1.8,Masificación,fr,Pareja
Sevilla,Andalucía,2026-02-26,Airbnb,Positivo,3.8,Masificación,it,Pareja
San Sebastián,País Vasco,2026-02-27,TripAdvisor,Neutro,3.2,Alojamiento,es,Pareja
Madrid,Madrid,2026-02-28,Airbnb,Negativo,1.4,Limpieza,en,Pareja
Teruel,Aragón,2026-02-28,Booking.com,Positivo,3.7,Precio,es,Negocios
Barcelona,Cataluña,2026-02-28,Airbnb,Negativo,1.1,Limpieza,en,Pareja
Valencia,Comunidad Valenciana,2026-02-28,Booking.com,Positivo,4.4,Gastronomía,es,Pareja
Ronda,Andalucía,2026-03-01,Airbnb,Positivo,4.9,Masificación,es,Pareja
Tenerife,Islas Canarias,2026-03-01,TripAdvisor,Positivo,4.7,Transporte,de,Amigos
Picos de Europa,Asturias/Cantabria,2026-03-02,Airbnb,Positivo,3.9,Transporte,es,Amigos
Valencia,Comunidad Valenciana,2026-03-02,Google Reviews,Positivo,4.2,Masificación,en,Pareja
Costa Brava,Cataluña,2026-03-02,Google Reviews,Negativo,1.2,Alojamiento,es,Pareja
Costa del Sol,Andalucía,2026-03-03,Booking.com,Negativo,1.8,Alojamiento,en,Amigos
Barcelona,Cataluña,2026-03-03,Google Reviews,Negativo,1.4,Precio,de,Amigos
Teruel,Aragón,2026-03-03,TripAdvisor,Positivo,4.9,Limpieza,en,Pareja
Costa del Sol,Andalucía,2026-03-04,Booking.com,Positivo,5.0,Precio,it,Familia
San Sebastián,País Vasco,2026-03-04,Booking.com,Positivo,4.4,Atractivos,es,Amigos
San Sebastián,País Vasco,2026-03-05,Airbnb,Positivo,3.9,Gastronomía,en,Pareja
Picos de Europa,Asturias/Cantabria,2026-03-06,Booking.com,Positivo,4.2,Alojamiento,es,Negocios
Valencia,Comunidad Valenciana,2026-03-06,Booking.com,Negativo,2.4,Alojamiento,de,Pareja
Teruel,Aragón,2026-03-06,Booking.com,Positivo,3.6,Gastronomía,fr,Amigos
Mallorca,Islas Baleares,2026-03-06,Airbnb,Negativo,1.6,Transporte,fr,Amigos
Granada,Andalucía,2026-03-06,Google Reviews,Neutro,2.9,Alojamiento,de,Familia
Madrid,Madrid,2026-03-07,Airbnb,Positivo,3.5,Gastronomía,es,Pareja
Picos de Europa,Asturias/Cantabria,2026-03-07,Google Reviews,Positivo,4.6,Atractivos,en,Negocios
Costa del Sol,Andalucía,2026-03-07,Airbnb,Negativo,2.0,Atractivos,de,Solo
Granada,Andalucía,2026-03-08,TripAdvisor,Positivo,4.4,Atractivos,de,Familia
Sevilla,Andalucía,2026-03-08,Google Reviews,Neutro,3.5,Atractivos,it,Amigos
Teruel,Aragón,2026-03-08,Google Reviews,Positivo,4.0,Precio,fr,Pareja
Teruel,Aragón,2026-03-08,Google Reviews,Positivo,4.4,Precio,es,Negocios
Mallorca,Islas Baleares,2026-03-08,Airbnb,Neutro,2.7,Precio,fr,Pareja
Costa del Sol,Andalucía,2026-03-08,Airbnb,Positivo,4.2,Atractivos,fr,Pareja
Madrid,Madrid,2026-03-09,Airbnb,Positivo,3.7,Alojamiento,es,Pareja
Extremadura,Extremadura,2026-03-09,Airbnb,Positivo,3.9,Transporte,en,Familia
Valencia,Comunidad Valenciana,2026-03-09,Airbnb,Positivo,4.8,Gastronomía,en,Amigos
Valencia,Comunidad Valenciana,2026-03-10,TripAdvisor,Negativo,1.6,Atractivos,es,Pareja
Picos de Europa,Asturias/Cantabria,2026-03-11,Airbnb,Positivo,3.5,Precio,es,Amigos
Sevilla,Andalucía,2026-03-11,Google Reviews,Neutro,2.8,Masificación,es,Familia
Sevilla,Andalucía,2026-03-12,TripAdvisor,Negativo,1.4,Precio,it,Familia
Valencia,Comunidad Valenciana,2026-03-12,Booking.com,Positivo,4.4,Gastronomía,de,Familia
Tenerife,Islas Canarias,2026-03-13,Airbnb,Neutro,3.3,Precio,en,Amigos
Extremadura,Extremadura,2026-03-13,Booking.com,Positivo,4.3,Gastronomía,en,Familia
Ronda,Andalucía,2026-03-14,Booking.com,Neutro,2.6,Precio,de,Pareja
Teruel,Aragón,2026-03-15,Booking.com,Positivo,4.6,Gastronomía,en,Pareja
Mallorca,Islas Baleares,2026-03-15,TripAdvisor,Positivo,4.5,Limpieza,it,Familia
